campaignId,influencerId,likes,comments,shares,views
103,influencer_347,4786,588,41,58362
100,influencer_975,4635,826,101,27828
110,influencer_42,1398,587,156,70300
104,influencer_826,1464,431,338,81052
108,influencer_157,2915,444,80,85011
105,influencer_70,275,572,494,23687
100,influencer_277,1324,913,6,26031
110,influencer_985,1846,655,461,52455
106,influencer_990,2103,330,448,47333
105,influencer_944,3538,375,118,62900
100,influencer_614,2168,203,124,77381
109,influencer_168,4928,288,119,82552
100,influencer_738,2413,945,222,21800
106,influencer_264,1083,679,153,20490
106,influencer_51,1251,420,283,42807
109,influencer_721,2670,563,358,24650
105,influencer_533,420,46,411,41168
106,influencer_179,209,542,380,57955
103,influencer_84,4031,820,164,45363
109,influencer_465,1692,483,166,52202
103,influencer_324,2366,766,232,91210
110,influencer_508,687,740,84,94347
104,influencer_7,465,260,387,23573
104,influencer_54,2551,291,455,68520
104,influencer_643,2530,716,71,16562
110,influencer_937,3690,559,495,5081
104,influencer_812,2825,273,268,33542
100,influencer_681,4194,587,110,69265
109,influencer_427,3297,606,177,6038
109,influencer_818,2000,113,84,93185
109,influencer_913,3371,174,421,40040
103,influencer_674,4270,700,370,37082
105,influencer_795,3664,987,219,59876
102,influencer_33,1172,28,107,2821
102,influencer_335,4370,332,67,46432
100,influencer_617,520,985,430,33429
108,influencer_409,4140,584,268,88934
106,influencer_15,349,577,307,27236
101,influencer_696,1873,755,301,80275
100,influencer_229,2694,20,391,98066
102,influencer_969,1449,850,79,8508
104,influencer_682,315,628,460,59624
109,influencer_770,2256,75,481,57646
102,influencer_632,4230,266,20,57280
100,influencer_785,506,293,480,3352
105,influencer_380,4690,953,221,98409
110,influencer_232,3174,584,311,92608
101,influencer_280,2537,275,14,6557
108,influencer_201,4229,818,400,96483
101,influencer_396,753,149,69,36736
107,influencer_885,4597,75,276,44646
106,influencer_859,1119,87,156,23732
109,influencer_145,4404,730,155,67812
103,influencer_223,3401,225,369,30062
109,influencer_460,4278,156,204,36051
106,influencer_69,404,794,378,74120
101,influencer_324,3604,92,439,90755
109,influencer_133,1732,494,144,56033
110,influencer_814,2725,349,394,5976
110,influencer_487,2978,131,78,79275
108,influencer_337,4764,399,322,77011
104,influencer_30,508,260,82,85125
108,influencer_705,3262,600,317,10093
101,influencer_50,3482,555,303,59584
110,influencer_68,4381,928,353,19183
104,influencer_824,4058,290,425,17701
106,influencer_403,4842,754,408,8129
100,influencer_430,2893,694,19,94861
100,influencer_885,3930,949,267,26882
106,influencer_914,4462,248,112,32123
109,influencer_269,3177,635,170,39083
106,influencer_953,478,647,218,88543
108,influencer_856,3274,398,417,66664
101,influencer_196,3489,953,328,20474
109,influencer_940,1492,727,260,17996
107,influencer_804,2574,283,40,50094
108,influencer_669,2170,509,453,73111
109,influencer_80,4283,599,341,36609
104,influencer_542,4915,745,477,34965
100,influencer_25,1242,95,22,89098
106,influencer_15,2036,415,282,55891
108,influencer_329,3166,80,297,97361
108,influencer_400,3584,786,294,6510
105,influencer_612,1088,602,380,4283
110,influencer_321,3779,72,324,96217
108,influencer_30,2442,22,140,77888
109,influencer_161,2645,576,271,76121
101,influencer_452,3094,521,478,21394
107,influencer_776,2924,879,189,53365
109,influencer_857,2186,176,13,99415
104,influencer_972,3924,274,149,42119
104,influencer_867,2951,940,397,37747
102,influencer_820,1408,894,338,96650
104,influencer_185,1459,430,230,70497
108,influencer_342,4270,17,173,51980
105,influencer_504,534,906,428,18109
110,influencer_797,1522,438,200,19171
103,influencer_916,4317,115,158,70669
109,influencer_911,4587,844,136,76834
104,influencer_102,3404,507,376,82543
101,influencer_250,55,627,275,99851
107,influencer_675,4392,850,405,60298
103,influencer_678,1678,601,319,46009
108,influencer_863,3415,719,131,79169
105,influencer_100,675,565,167,45313
104,influencer_161,2756,597,16,53711
106,influencer_852,2106,61,414,98415
101,influencer_144,454,160,80,55531
102,influencer_733,475,425,149,19745
109,influencer_414,150,925,135,36233
100,influencer_670,893,340,438,82903
107,influencer_446,3117,379,178,94306
102,influencer_352,3319,503,83,31918
102,influencer_792,2466,939,46,12500
104,influencer_171,121,624,50,71953
110,influencer_374,1211,553,40,80486
103,influencer_995,4077,491,475,64981
103,influencer_696,4346,248,349,96685
102,influencer_215,4219,784,287,43320
105,influencer_93,1579,402,228,42011
103,influencer_164,2521,406,253,86768
100,influencer_79,2947,393,335,91140
102,influencer_925,62,755,65,59196
102,influencer_483,3586,34,117,9019
102,influencer_311,4976,206,266,54308
109,influencer_766,696,960,280,5793
110,influencer_74,1063,772,23,8200
106,influencer_275,3161,549,382,10700
108,influencer_495,2526,531,210,27476
101,influencer_910,4397,100,433,6220
100,influencer_412,427,847,489,46226
109,influencer_743,591,9,434,29014
109,influencer_863,802,313,193,68437
107,influencer_454,4406,904,398,8762
109,influencer_851,2938,200,459,5208
106,influencer_111,2607,959,102,66049
108,influencer_509,4224,340,62,66976
106,influencer_363,1276,508,386,76027
109,influencer_758,999,44,428,50795
107,influencer_988,3927,218,204,42223
100,influencer_125,3808,982,68,59117
106,influencer_366,4365,310,311,46115
100,influencer_738,815,531,87,4407
104,influencer_797,4426,920,87,89461
108,influencer_718,2568,93,469,43924
106,influencer_324,3384,764,67,22691
110,influencer_607,1685,420,276,83295
107,influencer_134,2072,992,365,79050
107,influencer_584,74,136,385,65669
105,influencer_387,714,898,2,38988
102,influencer_845,464,122,188,80407
101,influencer_532,1838,236,131,71445
107,influencer_918,1188,933,67,70966
109,influencer_391,581,445,492,40010
103,influencer_493,2103,670,11,60673
106,influencer_331,3351,903,126,9595
108,influencer_58,3849,745,139,75783
101,influencer_285,4596,97,333,55877
102,influencer_484,320,139,6,74966
100,influencer_283,4224,445,317,33317
100,influencer_11,4675,493,136,12006
100,influencer_848,3125,470,478,69001
101,influencer_350,588,871,93,20555
104,influencer_509,3270,186,37,57627
107,influencer_214,1983,881,379,74083
102,influencer_649,2917,942,454,19416
108,influencer_982,4441,883,356,60678
102,influencer_779,4086,470,17,37840
106,influencer_100,1121,291,478,92208
101,influencer_162,770,428,159,56322
106,influencer_461,998,297,232,86690
100,influencer_688,3976,320,471,91789
103,influencer_75,4914,415,266,23026
102,influencer_961,274,679,192,61004
106,influencer_617,4115,999,324,40200
104,influencer_806,511,676,250,41082
110,influencer_578,467,365,174,42265
110,influencer_796,2738,134,200,29609
109,influencer_845,3423,877,58,27517
110,influencer_479,4653,807,261,14374
100,influencer_991,2253,471,455,22995
106,influencer_399,2519,849,259,38593
107,influencer_796,4739,668,244,60483
103,influencer_796,3508,782,282,16860
104,influencer_730,3210,961,335,68383
107,influencer_117,3589,601,44,66965
106,influencer_915,3757,844,392,31304
110,influencer_435,369,410,56,21133
100,influencer_7,1774,456,70,64397
105,influencer_125,508,186,385,9363
107,influencer_363,1577,632,186,57094
100,influencer_997,1795,255,215,59943
101,influencer_396,2785,532,240,61994
107,influencer_938,1122,61,12,46279
104,influencer_632,2426,497,342,76728
109,influencer_709,2775,5,19,37347
102,influencer_686,423,47,41,6934
100,influencer_822,556,667,455,90432
109,influencer_173,2587,390,410,62011
110,influencer_926,3958,885,228,7274
105,influencer_484,4124,10,435,38658
102,influencer_676,1300,452,264,67927
102,influencer_386,3539,609,66,40901
107,influencer_420,1830,931,30,28967
101,influencer_430,558,762,353,23363
101,influencer_431,1754,911,282,74779
102,influencer_950,4459,198,383,78775
108,influencer_375,1904,705,273,12323
103,influencer_903,905,233,248,29831
102,influencer_208,2463,951,472,22487
107,influencer_711,3510,138,150,39085
101,influencer_608,2253,383,211,81152
106,influencer_103,157,550,228,51491
101,influencer_212,3408,651,278,63980
108,influencer_500,3950,96,382,34860
110,influencer_353,2335,490,255,51660
105,influencer_780,3492,246,303,50459
104,influencer_70,1608,45,214,3209
104,influencer_153,1277,222,6,77559
106,influencer_772,3023,720,71,28284
105,influencer_16,4431,217,374,19637
102,influencer_129,3040,402,55,92480
110,influencer_321,4087,501,321,25293
109,influencer_149,4297,560,39,68372
102,influencer_810,1661,775,80,53187
105,influencer_739,4848,461,92,17817
106,influencer_99,3353,222,66,19145
100,influencer_167,4225,847,348,61405
103,influencer_244,1528,803,359,85652
110,influencer_135,3709,147,17,86219
108,influencer_325,3206,26,135,87713
101,influencer_865,506,177,226,41674
106,influencer_443,3013,486,448,85601
102,influencer_557,1493,92,52,54545
103,influencer_498,741,652,98,94545
104,influencer_601,2247,723,116,32930
109,influencer_365,4792,152,366,46598
104,influencer_597,3554,409,33,33628
105,influencer_967,1075,404,105,69582
107,influencer_637,4817,456,133,89420
102,influencer_520,268,940,136,65552
107,influencer_48,816,37,19,13196
108,influencer_714,1042,244,277,96335
109,influencer_216,4116,153,283,15760
105,influencer_946,2654,67,314,95445
105,influencer_935,4143,13,148,59717
109,influencer_14,4817,861,467,81114
109,influencer_55,2928,215,84,70991
101,influencer_334,1992,8,350,25422
101,influencer_31,4808,832,236,39591
105,influencer_185,1060,161,464,83026
105,influencer_243,4182,72,332,36655
108,influencer_40,4922,765,74,67873
102,influencer_410,2416,575,58,4095
101,influencer_663,228,52,150,14012
102,influencer_812,3183,875,147,93823
109,influencer_487,3442,665,334,43609
110,influencer_69,1065,167,73,10408
110,influencer_171,2728,501,161,35888
104,influencer_837,503,926,454,88542
107,influencer_628,3583,703,39,89433
107,influencer_728,4835,433,126,30340
110,influencer_549,4224,608,93,24874
108,influencer_980,2030,353,123,60614
103,influencer_215,4143,7,384,64361
110,influencer_266,2692,204,238,10837
107,influencer_915,1949,746,201,12024
108,influencer_432,3690,293,418,99630
109,influencer_675,2938,770,116,15897
108,influencer_872,4977,780,492,62952
107,influencer_881,3996,703,200,57734
100,influencer_6,755,748,198,85085
109,influencer_623,3692,907,473,31241
104,influencer_362,158,356,267,11219
103,influencer_15,396,794,378,88215
106,influencer_1,2325,404,410,4443
100,influencer_275,2634,501,183,37114
106,influencer_325,2302,614,343,32134
108,influencer_204,1636,366,29,89108
100,influencer_22,2627,994,404,80972
108,influencer_129,4080,418,207,54464
102,influencer_256,3324,899,386,76559
104,influencer_635,4018,577,334,71717
107,influencer_737,4653,123,51,19672
107,influencer_33,1255,699,187,47327
108,influencer_907,1442,254,440,5991
108,influencer_382,1858,590,408,34766
104,influencer_236,4604,50,483,21508
104,influencer_177,1987,340,376,79431
100,influencer_429,2466,846,192,42905
105,influencer_287,1050,659,278,59041
105,influencer_149,469,516,314,89560
105,influencer_995,600,478,483,94572
102,influencer_608,4317,364,43,96006
110,influencer_895,4211,521,487,20091
101,influencer_840,2272,408,228,80013
100,influencer_710,826,12,232,88037
100,influencer_757,3772,26,252,4103
108,influencer_203,4437,352,46,77726
109,influencer_951,1422,746,77,71371
103,influencer_889,482,754,500,81392
103,influencer_411,4980,992,164,75889
101,influencer_578,876,801,2,57307
101,influencer_570,3353,808,320,26698
109,influencer_356,1063,464,232,8832
107,influencer_40,3145,19,251,8014
106,influencer_223,1300,497,423,75964
104,influencer_173,515,530,255,77765
107,influencer_398,2864,358,249,48605
108,influencer_107,1042,671,345,89327
105,influencer_27,1130,143,189,3763
100,influencer_655,707,927,226,32250
104,influencer_175,4233,934,353,11914
103,influencer_376,148,573,19,49657
101,influencer_551,1052,323,8,60547
108,influencer_326,645,755,452,62108
102,influencer_374,392,155,419,37422
100,influencer_769,4206,884,118,74874
101,influencer_623,110,884,495,24316
104,influencer_370,3323,429,376,37845
100,influencer_725,1970,919,71,4500
110,influencer_200,4582,448,458,7242
106,influencer_955,2139,104,97,50707
102,influencer_279,143,952,421,30593
102,influencer_756,4487,480,8,87656
104,influencer_121,1640,67,414,73786
107,influencer_368,2210,149,201,63329
108,influencer_247,3866,38,444,77082
109,influencer_92,3866,367,188,80782
106,influencer_806,3562,346,183,14139
100,influencer_36,4463,869,296,20347
103,influencer_477,3422,569,438,61110
106,influencer_404,597,180,500,58425
106,influencer_161,359,729,416,46436
105,influencer_48,4119,63,283,36098
109,influencer_586,649,512,205,11675
106,influencer_688,1847,335,175,78309
109,influencer_591,2817,34,244,84723
106,influencer_45,1887,407,364,84587
110,influencer_299,28,669,296,4109
110,influencer_685,1811,658,256,23597
102,influencer_790,1350,78,134,49862
100,influencer_185,3645,382,47,46660
106,influencer_448,951,452,419,48546
100,influencer_758,3862,104,345,39578
104,influencer_946,2559,281,121,34414
104,influencer_466,2330,285,297,82778
110,influencer_854,4311,751,190,52884
102,influencer_159,4579,82,331,91855
108,influencer_116,1572,935,385,97759
103,influencer_53,1575,225,373,43656
108,influencer_456,3912,258,151,52866
106,influencer_336,3069,770,144,37423
104,influencer_555,1019,871,468,83596
105,influencer_948,306,998,166,67916
109,influencer_574,2586,707,384,43342
104,influencer_556,3329,628,126,24982
105,influencer_157,1493,468,298,3925
109,influencer_797,3879,385,195,93788
109,influencer_78,4416,464,313,8741
102,influencer_4,3672,551,292,72008
110,influencer_623,4658,471,365,78999
110,influencer_300,376,265,476,29633
102,influencer_165,211,426,172,25147
102,influencer_721,2762,293,459,58869
108,influencer_755,3565,54,279,93585
107,influencer_935,1539,903,173,72857
102,influencer_445,763,532,305,49020
106,influencer_822,1712,741,174,73801
105,influencer_768,653,370,102,43583
107,influencer_46,945,171,326,31982
106,influencer_162,4625,147,355,32844
106,influencer_324,3616,702,134,66543
105,influencer_969,4957,720,223,56984
102,influencer_692,385,611,184,13399
107,influencer_198,1992,89,300,84219
109,influencer_835,1838,746,450,52418
107,influencer_466,1510,262,445,19605
108,influencer_96,1745,657,460,11056
104,influencer_689,1541,861,488,78211
103,influencer_424,4367,136,67,71007
108,influencer_262,1710,828,182,35615
110,influencer_68,2426,971,124,53413
102,influencer_308,2250,744,496,19187
102,influencer_32,3664,414,435,19759
101,influencer_134,4615,437,279,13320
100,influencer_287,1603,975,469,60060
108,influencer_526,4788,905,444,97998
105,influencer_646,3211,497,340,47777
108,influencer_929,4719,448,344,44695
110,influencer_468,1085,788,448,78843
101,influencer_294,1134,123,150,79958
100,influencer_303,2775,683,278,12554
102,influencer_145,4372,627,467,70363
106,influencer_196,3611,108,155,70456
108,influencer_292,3080,512,46,8287
103,influencer_864,3754,904,339,29255
100,influencer_306,2733,190,157,46811
103,influencer_669,880,548,273,69059
102,influencer_100,3276,141,79,56238
100,influencer_241,4251,303,484,69019
102,influencer_825,4409,478,272,39851
106,influencer_819,2727,704,0,18154
100,influencer_537,856,696,53,46527
103,influencer_232,443,348,136,18331
103,influencer_500,2672,602,480,18552
106,influencer_609,609,201,470,14528
108,influencer_700,2533,188,478,70754
108,influencer_188,3706,757,91,90430
103,influencer_588,3422,512,286,26354
109,influencer_283,443,62,182,95962
101,influencer_34,3745,579,424,79845
110,influencer_555,1071,150,51,45372
104,influencer_316,4062,962,255,61307
103,influencer_943,4931,813,174,83147
106,influencer_629,3309,669,148,88002
107,influencer_851,2700,538,464,28428
101,influencer_150,4589,305,332,83551
103,influencer_829,2200,300,30,52692
105,influencer_177,1955,903,252,96717
106,influencer_61,3395,393,172,15327
108,influencer_325,1465,213,349,4803
106,influencer_135,1456,638,206,48563
103,influencer_508,3925,318,116,12856
109,influencer_811,609,930,384,66815
102,influencer_837,2044,491,491,22869
102,influencer_491,4413,841,93,80462
103,influencer_549,1026,663,444,66941
101,influencer_437,86,122,423,14205
108,influencer_102,3271,111,0,72968
109,influencer_306,4616,322,80,85057
106,influencer_31,2353,691,468,59797
102,influencer_696,1220,759,137,13224
101,influencer_869,1271,12,271,58819
106,influencer_433,4085,777,394,78147
102,influencer_747,2845,389,313,44165
103,influencer_519,3153,881,375,35817
103,influencer_232,615,788,383,6000
110,influencer_992,4036,251,230,27248
101,influencer_773,3116,65,211,56399
108,influencer_695,2619,706,235,8779
108,influencer_848,3607,420,199,52195
108,influencer_636,2691,909,162,28231
110,influencer_881,1526,492,18,36932
107,influencer_18,1525,786,55,46348
110,influencer_504,4662,361,459,20069
102,influencer_475,4482,231,388,37122
105,influencer_174,569,588,305,45455
104,influencer_425,1763,517,43,17366
103,influencer_926,2508,875,16,21274
107,influencer_101,4569,736,334,76500
100,influencer_203,2602,167,130,94594
103,influencer_661,2507,582,199,24512
107,influencer_341,251,354,462,45451
103,influencer_263,1915,787,230,51528
107,influencer_928,4208,782,6,61984
108,influencer_905,1411,153,478,22312
104,influencer_140,790,485,489,49095
110,influencer_752,1199,274,274,90343
101,influencer_706,4883,688,52,84701
109,influencer_308,3220,298,376,79328
109,influencer_31,759,270,442,35990
104,influencer_667,1855,676,314,29255
110,influencer_921,1257,642,277,48575
109,influencer_828,2172,488,252,75296
109,influencer_284,2233,883,53,91972
105,influencer_106,2100,27,132,65480
102,influencer_212,1750,318,482,57094
100,influencer_687,4308,784,403,87096
108,influencer_904,1769,358,236,49284
107,influencer_116,1381,442,417,84901
105,influencer_177,4399,730,451,31783
110,influencer_786,1201,864,363,57731
108,influencer_447,4534,548,37,98024
108,influencer_725,4190,347,390,42714
109,influencer_601,4082,716,105,60480
103,influencer_1000,2281,168,201,23042
102,influencer_382,3833,909,451,23924
101,influencer_44,2462,871,313,71262
107,influencer_166,2375,553,454,51901
108,influencer_503,2741,206,187,26709
100,influencer_154,2040,506,264,42272
102,influencer_413,883,410,156,23811
100,influencer_577,4722,414,361,60840
103,influencer_688,3387,74,208,76090
110,influencer_546,2398,579,464,16152
103,influencer_197,2305,438,289,13469
108,influencer_377,3413,470,392,4647
102,influencer_101,3158,744,166,98401
106,influencer_493,3256,819,480,91895
101,influencer_742,2683,871,497,67740
102,influencer_305,1988,927,325,59409
100,influencer_156,4805,837,7,61436
104,influencer_801,2483,59,28,68635
105,influencer_99,1460,503,337,28992
110,influencer_565,1216,986,465,17751
103,influencer_187,1719,866,271,20156
103,influencer_472,2830,706,125,28825
104,influencer_590,2773,676,453,62878
109,influencer_138,3818,326,166,75569
104,influencer_130,1830,932,105,16715
104,influencer_997,1652,650,470,76262
101,influencer_745,2196,919,468,20502
100,influencer_492,210,749,268,39287
107,influencer_554,480,870,295,95841
103,influencer_362,1627,29,98,49122
106,influencer_485,2512,706,310,93754
100,influencer_514,1085,321,104,83195
103,influencer_439,1575,28,262,87237
101,influencer_865,67,96,257,50035
106,influencer_796,2870,886,20,58347
107,influencer_473,357,378,297,3716
108,influencer_348,4618,420,394,70406
102,influencer_794,2735,621,257,66645
104,influencer_617,2530,898,209,15502
101,influencer_138,3486,586,498,28193
108,influencer_810,1327,819,237,5021
100,influencer_418,893,294,131,18550
102,influencer_899,73,959,106,39118
109,influencer_10,1757,560,69,69530
101,influencer_592,2813,594,328,66784
108,influencer_559,1370,790,425,17052
103,influencer_271,4072,836,126,14705
105,influencer_876,4410,580,118,58272
109,influencer_925,2898,753,216,43197
103,influencer_451,3943,327,483,43095
104,influencer_321,4578,22,130,69651
103,influencer_400,3090,824,440,7131
105,influencer_912,3759,651,346,75270
104,influencer_712,769,40,243,7785
102,influencer_195,3442,27,50,91879
109,influencer_552,4375,450,82,17859
108,influencer_868,4736,306,327,68972
104,influencer_545,2172,783,492,38070
103,influencer_978,268,58,57,87940
102,influencer_262,4330,77,427,37223
109,influencer_838,1281,967,17,35629
105,influencer_200,4276,223,482,64404
110,influencer_1000,3614,488,64,71479
110,influencer_604,1482,340,151,53897
100,influencer_485,2750,91,10,73606
108,influencer_38,2721,249,213,74957
101,influencer_396,425,226,159,65901
105,influencer_476,1451,527,412,59253
100,influencer_157,4753,589,317,29354
103,influencer_118,273,419,369,10934
100,influencer_990,4912,517,455,10714
108,influencer_243,683,239,208,8804
102,influencer_570,1810,440,118,93907
103,influencer_490,3022,419,334,6221
110,influencer_349,3487,110,229,48803
107,influencer_997,3919,79,45,90775
100,influencer_222,841,292,289,93602
101,influencer_992,3494,829,92,64372
109,influencer_16,296,465,307,19253
100,influencer_588,1810,451,214,67748
105,influencer_988,1514,113,434,80901
109,influencer_733,216,914,117,65379
110,influencer_276,919,97,97,85951
107,influencer_531,3798,991,176,48061
110,influencer_565,2175,509,129,46815
104,influencer_807,1005,706,403,6194
100,influencer_627,126,515,107,34016
107,influencer_374,3615,459,292,62280
101,influencer_45,1850,111,337,20663
110,influencer_617,2009,414,75,18032
108,influencer_688,4147,982,177,35461
107,influencer_395,75,524,202,57403
106,influencer_330,759,325,215,73114
109,influencer_960,4621,150,488,25784
100,influencer_131,398,275,98,97984
107,influencer_877,2978,564,272,45178
104,influencer_123,1559,593,485,95466
103,influencer_934,335,705,349,74804
101,influencer_365,3735,303,49,41996
107,influencer_393,4805,96,153,55183
103,influencer_610,2854,930,71,78670
101,influencer_296,2259,229,27,81711
106,influencer_496,2363,295,72,79897
103,influencer_29,4280,69,145,4995
104,influencer_822,4194,321,341,95524
108,influencer_261,3276,867,8,53287
104,influencer_405,3377,142,19,16702
109,influencer_777,4594,513,93,41564
103,influencer_383,1018,953,185,83231
104,influencer_581,4929,784,200,38116
104,influencer_697,2765,784,288,63478
106,influencer_519,3666,867,206,26406
101,influencer_600,3263,203,175,60882
100,influencer_102,145,447,215,37619
108,influencer_936,4215,557,46,19755
102,influencer_956,2027,752,109,23202
102,influencer_220,964,423,401,69246
102,influencer_57,789,151,234,90622
110,influencer_970,2008,222,367,13617
105,influencer_126,3631,456,355,21548
103,influencer_446,968,827,352,62312
108,influencer_541,3759,690,53,80666
100,influencer_649,1388,141,39,51324
104,influencer_757,909,512,143,91426
105,influencer_181,3425,171,83,38833
105,influencer_434,2380,937,432,60130
100,influencer_832,678,624,125,12554
106,influencer_149,2507,17,370,62167
105,influencer_788,2357,44,59,45697
101,influencer_653,2997,491,279,21513
110,influencer_362,3934,160,431,56865
100,influencer_73,214,991,368,4861
110,influencer_860,3225,108,389,42714
105,influencer_545,984,838,34,74460
100,influencer_700,3538,815,318,55623
109,influencer_180,890,392,76,58063
108,influencer_141,748,925,371,59784
104,influencer_640,3657,752,464,58743
107,influencer_625,585,354,109,26199
109,influencer_833,555,927,14,83188
100,influencer_483,1707,776,142,31087
107,influencer_430,4560,804,27,55091
100,influencer_980,2777,717,493,32444
106,influencer_507,1124,835,365,61449
108,influencer_200,498,734,351,38616
110,influencer_126,1477,665,250,87299
110,influencer_583,1042,128,162,99603
102,influencer_377,2146,164,251,4127
108,influencer_134,3608,12,379,84407
104,influencer_841,3382,11,430,21818
105,influencer_559,2074,291,327,39509
105,influencer_70,835,847,113,66710
102,influencer_767,4625,438,417,15662
107,influencer_230,2933,98,167,98878
110,influencer_134,1870,338,256,66603
101,influencer_506,2701,838,1,7920
101,influencer_581,2053,239,458,39499
100,influencer_303,4040,384,214,86227
103,influencer_396,436,85,89,88812
107,influencer_682,574,399,370,93648
103,influencer_321,2902,585,489,59286
109,influencer_867,4558,378,341,52099
106,influencer_955,124,161,202,88414
100,influencer_616,2772,616,456,28637
105,influencer_665,4198,433,444,58034
104,influencer_782,3917,804,138,99989
110,influencer_931,3006,93,40,23970
107,influencer_959,2189,33,283,84953
108,influencer_501,4317,800,194,88036
100,influencer_832,1868,477,391,35108
103,influencer_692,4939,194,163,92624
102,influencer_198,746,983,197,66314
105,influencer_833,4855,452,60,35708
106,influencer_184,4576,442,303,72603
101,influencer_709,947,952,328,97117
101,influencer_951,3171,655,20,13103
103,influencer_541,1827,15,321,83152
101,influencer_420,1318,235,353,47607
108,influencer_97,4080,639,195,70884
103,influencer_779,3989,338,185,96559
109,influencer_127,2923,188,39,6582
108,influencer_512,1437,827,472,3423
107,influencer_596,2094,130,499,73077
107,influencer_258,2294,92,50,37321
110,influencer_362,3976,605,195,31001
110,influencer_70,4215,747,288,50528
106,influencer_833,575,294,16,18775
105,influencer_783,3066,743,419,35417
100,influencer_401,396,602,192,87042
101,influencer_503,2622,344,37,32887
103,influencer_373,4211,920,301,46608
109,influencer_816,3512,276,122,77235
101,influencer_724,3674,449,88,93672
106,influencer_582,81,562,326,3779
109,influencer_913,3859,401,353,38466
108,influencer_980,3712,914,365,13098
107,influencer_705,2580,788,467,37162
106,influencer_86,840,782,17,20558
108,influencer_52,1764,298,363,44412
101,influencer_267,2828,784,232,84109
104,influencer_323,2302,536,421,76422
103,influencer_157,12,815,237,27824
104,influencer_824,3960,918,220,77517
107,influencer_535,3568,600,253,98236
100,influencer_184,1019,948,498,39059
103,influencer_571,1924,15,35,94151
100,influencer_777,4922,776,169,94582
108,influencer_993,4291,638,441,25438
103,influencer_665,1640,131,17,39875
100,influencer_315,4422,416,294,92470
110,influencer_114,4696,895,148,42502
106,influencer_230,87,487,236,23670
101,influencer_458,1680,602,46,83800
102,influencer_349,2815,851,439,66728
103,influencer_708,672,934,5,41906
101,influencer_249,1197,514,56,32525
109,influencer_385,1288,156,16,13516
106,influencer_381,1917,186,294,24051
102,influencer_367,1526,296,202,89106
107,influencer_494,3957,282,299,79829
110,influencer_929,2769,806,221,91146
110,influencer_866,2411,333,263,19376
106,influencer_951,2201,76,291,80822
100,influencer_142,4833,798,492,98742
100,influencer_555,2810,631,173,91834
102,influencer_873,1259,288,90,4894
110,influencer_852,2019,888,10,62043
104,influencer_635,310,345,280,43294
109,influencer_924,1352,282,44,41031
108,influencer_848,2719,378,388,42443
102,influencer_193,841,504,312,98049
101,influencer_207,340,913,219,2753
109,influencer_484,768,362,108,96124
100,influencer_222,1079,463,377,47845
101,influencer_529,4304,55,418,19836
101,influencer_591,4502,333,431,36158
106,influencer_181,4071,84,62,91270
106,influencer_82,244,621,77,38130
107,influencer_928,4469,603,51,37458
107,influencer_373,4244,885,270,85261
107,influencer_443,3533,65,457,31345
108,influencer_42,4720,789,243,10707
103,influencer_62,3034,559,344,8639
104,influencer_92,280,62,376,33864
100,influencer_624,2068,479,206,36966
105,influencer_671,3265,275,171,85089
105,influencer_879,4941,771,98,17540
103,influencer_673,1029,834,324,28474
102,influencer_997,4911,473,230,98738
102,influencer_523,1762,472,68,25863
107,influencer_791,4774,419,109,19343
108,influencer_299,2426,505,416,69079
109,influencer_323,2930,420,61,8681
106,influencer_713,4718,872,58,97630
110,influencer_190,4846,802,195,73473
101,influencer_431,905,619,65,83170
108,influencer_279,596,877,331,23054
110,influencer_182,2345,435,235,12516
102,influencer_398,4505,940,12,98224
109,influencer_119,4109,480,77,19511
109,influencer_389,2490,37,363,34245
106,influencer_78,1248,477,396,40972
101,influencer_361,2056,194,69,49446
107,influencer_40,1262,289,414,83195
101,influencer_79,4199,652,164,34059
108,influencer_159,910,576,320,98330
110,influencer_629,2739,428,245,36348
101,influencer_466,630,128,248,79173
102,influencer_381,2654,810,150,55212
106,influencer_130,4988,323,179,64341
104,influencer_921,1875,495,9,91919
100,influencer_938,3245,762,75,41701
105,influencer_25,281,334,33,23552
107,influencer_666,4129,533,394,72742
109,influencer_784,3047,98,457,58075
109,influencer_567,2308,146,235,71979
110,influencer_314,1457,200,233,15056
110,influencer_919,2846,315,49,23208
109,influencer_104,1811,521,11,69505
106,influencer_67,3315,848,11,47204
103,influencer_471,4349,535,251,33622
104,influencer_901,1173,420,490,75084
106,influencer_120,2432,581,94,55845
102,influencer_319,4338,272,27,90862
106,influencer_230,949,476,89,97974
100,influencer_169,4626,638,17,14273
108,influencer_643,3108,726,186,5302
106,influencer_269,1919,29,220,74345
108,influencer_43,345,682,228,24825
100,influencer_411,4547,663,52,85027
108,influencer_869,1749,374,67,97890
108,influencer_973,4788,564,429,57867
102,influencer_833,3277,626,164,89974
107,influencer_250,1695,788,96,60973
108,influencer_345,2927,835,325,39358
103,influencer_932,3967,550,480,50826
105,influencer_62,4096,139,324,97561
107,influencer_968,1434,850,347,43368
103,influencer_473,4937,65,283,89432
104,influencer_909,4731,158,45,94012
100,influencer_332,3258,706,376,23921
100,influencer_129,3311,24,213,91338
100,influencer_909,4930,936,359,28199
110,influencer_635,4648,935,26,68461
105,influencer_939,1563,198,212,32867
108,influencer_719,410,549,345,87262
104,influencer_446,1513,989,186,43518
110,influencer_647,2297,45,443,98612
